id;checking_peer;checked_peer;points_amount
7532;zmuwftxyuu;tslnjqhqsa;1
7533;udlrrwlcku;amydedxgev;4
7534;swvhspllsz;amydedxgev;1
7535;vvuqucqpqr;amydedxgev;1
7536;jtxzrnzvha;amydedxgev;1
7537;bqrfxnnaxe;wabouitdyr;1
7538;udlrrwlcku;wabouitdyr;2
7539;ocuwrbpivn;wabouitdyr;1
7540;hwshavmpsj;wabouitdyr;1
7541;vgazoyhqiw;wabouitdyr;1
7542;ocxotezhke;rzmyyhjgwu;1
7543;vgazoyhqiw;rzmyyhjgwu;1
7544;tgrjzvklso;rzmyyhjgwu;1
7545;vgazoyhqiw;qwkwqqslco;2
7546;mzbllfauod;qwkwqqslco;1
7547;ufthrzbvbe;qwkwqqslco;1
7548;flykahkpnn;qwkwqqslco;1
7549;ufthrzbvbe;gballiekod;3
7550;tkcyipresw;gballiekod;1
7551;oiksbucijk;gballiekod;1
7552;oeujfyiujx;gballiekod;1
7553;ufthrzbvbe;erhpmywmab;1
7554;ccnufhydwh;erhpmywmab;1
7555;ekgotkkhrd;erhpmywmab;3
7556;sxijsmdmdd;erhpmywmab;1
7557;fyjcoafmmy;erhpmywmab;1
7558;zbdupnpekx;erhpmywmab;1
7559;gekutfkwku;rzmyyhjgwu;3
7560;lvxbbzhety;rzmyyhjgwu;1
7561;yuokvyhhki;aoxsfrzekr;1
7562;gekutfkwku;aoxsfrzekr;3
7563;xgntfnnzhe;aoxsfrzekr;1
7564;qcwdezqvlo;aoxsfrzekr;1
7565;zbgwyxwvnb;aoxsfrzekr;1
7566;gekutfkwku;jhndrduloj;3
7567;jsmanwszup;jhndrduloj;1
7568;qqyrehgsgq;jhndrduloj;1
7569;lafwvedgzl;akneugsuwn;1
7570;gekutfkwku;akneugsuwn;4
7571;huvpmsandq;akneugsuwn;1
7572;zoqtakpkkq;akneugsuwn;1
7573;owlqitvsfy;akneugsuwn;1
7574;gfelvtzhjg;zjnnnohbro;3
7575;ktznjpqgpa;zjnnnohbro;1
7576;gybtbrpsmg;zjnnnohbro;1
7577;glavzprpwt;zjnnnohbro;1
7578;zfdvegykvj;zjnnnohbro;2
7579;cjwciryems;zjnnnohbro;1
7580;lhrhvvcxdt;zjnnnohbro;1
7581;zfdvegykvj;rqroikgfei;1
7582;njbofuatlz;rqroikgfei;1
7583;dwyuzcnqcd;rqroikgfei;4
7584;pizwukmldn;rqroikgfei;1
7585;yxmnsdeunw;rqroikgfei;1
7586;iziofstzka;rqroikgfei;1
7587;nfzkviobaz;rqroikgfei;1
7588;dwyuzcnqcd;rxkkrccbnm;2
7589;zlglzbhiwn;mxrmzioual;1
7590;dwyuzcnqcd;mxrmzioual;2
7591;qasrsfholt;mxrmzioual;1
7592;crajbbxjlp;zjnnnohbro;1
7593;rxrjyylhxl;zjnnnohbro;1
7594;grrswjduyy;zjnnnohbro;1
7595;rxrjyylhxl;msrdkicyex;4
7596;wdawgwsgtt;msrdkicyex;1
7597;wzvxptbusg;msrdkicyex;1
7598;kmrdimgkhw;msrdkicyex;1
7599;fzwiyshzbi;msrdkicyex;1
7600;aqjncxegzg;msrdkicyex;1
7601;brjmkgvbib;gnujpdukcu;1
7602;aqjncxegzg;gnujpdukcu;1
7603;gdccctduja;gnujpdukcu;1
7604;acrcpdjrqv;gnujpdukcu;1
7605;acrcpdjrqv;xxxhztqpkz;2
7606;inbfalbsak;xxxhztqpkz;1
7607;rllyvuimsw;xxxhztqpkz;1
7608;filacpifsz;xxxhztqpkz;1
7609;okaimoziuh;zjnnnohbro;1
7610;filacpifsz;zjnnnohbro;1
7611;gqjixogldr;zjnnnohbro;1
7612;fxjuvizrep;zjnnnohbro;2
7613;iqluvuzeth;zjnnnohbro;1
7614;rgiyusiklz;zjnnnohbro;1
7615;fxjuvizrep;eagaithyoq;3
7616;eigxgrnuio;eagaithyoq;1
7617;egsjrxxqih;eagaithyoq;1
7618;pwydqezrwx;eagaithyoq;1
7619;unwnwcfbwh;egmoaimqme;3
7620;rhthrmfxhc;egmoaimqme;1
7621;xvsiwzsgoj;egmoaimqme;1
7622;zvoassnyao;fwwdikghhx;1
7623;dipvirfovi;fwwdikghhx;1
7624;vgsafjlsyb;fwwdikghhx;1
7625;pdpfaqnejm;fwwdikghhx;1
7626;bavgcjvzzs;fwwdikghhx;1
7627;vuzechadoq;fwwdikghhx;1
7628;bavgcjvzzs;zjnnnohbro;2
7629;qrfmhdfxkd;zjnnnohbro;1
7630;szvzklcawa;zjnnnohbro;1
7631;wnmirwibof;zjnnnohbro;1
7632;mhviegehku;zjnnnohbro;1
7633;wnmirwibof;qucthmblgv;2
7634;haffmzeamf;qucthmblgv;1
7635;rrlshowhxv;qucthmblgv;1
7636;wnmirwibof;uvkqkpopzm;1
7637;dnsnrpwdli;uvkqkpopzm;1
7638;wnmirwibof;ckgxifxdua;2
7639;jhnhvnoeqo;ckgxifxdua;1
7640;bajupoyybm;ckgxifxdua;1
7641;memtuzaldy;ckgxifxdua;1
7642;bajupoyybm;zjnnnohbro;4
7643;jzgcvaoffe;zjnnnohbro;1
7644;xazznpijxg;zjnnnohbro;1
7645;uepheizycl;zjnnnohbro;1
7646;gtrxbanoca;wkvfbvrsic;1
7647;wblmzjrxig;wkvfbvrsic;4
7648;jcadknqapq;wkvfbvrsic;1
7649;kfgvhixngf;wkvfbvrsic;1
7650;ywxqqstpzp;wkvfbvrsic;1
7651;hdxvbyugdm;wkvfbvrsic;1
7652;wblmzjrxig;lnzlfxcbjb;1
7653;gmtltjqxxf;lnzlfxcbjb;3
7654;rugxbfdbjp;lnzlfxcbjb;1
7655;lendbtuiws;lnzlfxcbjb;1
7656;hurnktjlja;lnzlfxcbjb;1
7657;gmtltjqxxf;bmlhzjilid;1
7658;duosgytlbh;bmlhzjilid;1
7659;jmhiczlefx;pqlrhcusfm;4
7660;gzgtpyhjnx;pqlrhcusfm;1
7661;myykupfuoi;pqlrhcusfm;1
7662;nwrprdfaya;pqlrhcusfm;1
7663;pypowjtxfb;pqlrhcusfm;1
7664;yewxqnyyzn;olownxdigs;5
7665;gnptkcnzsp;olownxdigs;1
7666;fsqvkvmpls;olownxdigs;1
7667;pojhxhhbhv;olownxdigs;1
7668;iuixfefvju;gvjpymdevg;1
7669;yewxqnyyzn;gvjpymdevg;3
7670;jcxukxybqm;gvjpymdevg;1
7671;ogdzpvssoj;gvjpymdevg;1
7672;wjlmjeubtj;gvjpymdevg;1
7673;yewxqnyyzn;qfonybxuwt;3
7674;xkkcnhvyxf;qfonybxuwt;1
7675;hgoievegqw;qfonybxuwt;1
7676;iksxzylifk;qfonybxuwt;1
7677;mnnukqqtba;qfonybxuwt;1
7678;lzjaterjnp;qfonybxuwt;1
7679;mnnukqqtba;cixoavnljx;3
7680;vbfmwrcvfp;cixoavnljx;1
7681;wnruiqkcqh;cixoavnljx;1
7682;nysmxdeqbd;lyekdwbemi;1
7683;fhesjyvvlp;lyekdwbemi;1
7684;mlklxxzaia;lyekdwbemi;3
7685;pqeapxhsgs;lyekdwbemi;1
7686;mndsfysuhx;lyekdwbemi;1
7687;taxhkzuguw;fvtrphezdm;1
7688;mlklxxzaia;fvtrphezdm;4
7689;ujhsnrhnis;fvtrphezdm;1
7690;zsjgyogozn;fvtrphezdm;1
7691;warpsplqls;fvtrphezdm;1
7692;heqsuizeoj;qyfmixoahq;1
7693;mlklxxzaia;qyfmixoahq;3
7694;hnbneixxom;qyfmixoahq;1
7695;dtueryegkm;qyfmixoahq;1
7696;mlklxxzaia;kbvicnkkmi;2
7697;vmqlwtxtpb;kbvicnkkmi;1
7698;zirihwzqkh;kbvicnkkmi;1
7699;pmaqyfvhuc;aonmrzvege;3
7700;zdldidcbtq;aonmrzvege;1
7701;wqeccukpko;aonmrzvege;1
7702;zrojufdbta;aonmrzvege;1
7703;qwihdnrpjw;wlyqsdjlip;2
7704;wpegnduzqv;wlyqsdjlip;1
7705;hmbluehutm;wlyqsdjlip;1
7706;qwihdnrpjw;cecnfetdia;2
7707;tieszguluz;cecnfetdia;1
7708;ixvxpgwxpo;cecnfetdia;1
7709;ppctpjwjtf;cecnfetdia;2
7710;mvtnvfrctt;cecnfetdia;1
7711;ppctpjwjtf;kbvicnkkmi;1
7712;wjjwsjtedr;kbvicnkkmi;1
7713;ppctpjwjtf;yqyehowcyq;2
7714;apvqugkvta;yqyehowcyq;1
7715;cycqjsfgvz;yqyehowcyq;1
7716;ppctpjwjtf;ynbxcxrksj;2
7717;pkehqigkbx;ynbxcxrksj;1
7718;tbrammwfrl;vwpnjfbtwu;1
7719;ppctpjwjtf;vwpnjfbtwu;1
7720;cfomwswbkm;vwpnjfbtwu;1
7721;isxbmcoutc;vwpnjfbtwu;1
7722;xfnwkxxbuu;vwpnjfbtwu;1
7723;hhzpltdjdr;vwpnjfbtwu;1
7724;dobtpikobp;kbvicnkkmi;1
7725;hhzpltdjdr;kbvicnkkmi;2
7726;qpryyridos;kbvicnkkmi;1
7727;hhzpltdjdr;yykmtjdkyz;1
7728;ucrygwnbig;yykmtjdkyz;1
7729;xnzliufzpt;yykmtjdkyz;1
7730;uuyklkfvys;yykmtjdkyz;1
7731;xnzliufzpt;axxageawod;5
7732;jsyztmsxtq;axxageawod;1
7733;jctsdgpsqv;axxageawod;1
7734;hjtxkfpwfq;axxageawod;1
7735;cezmncxtkt;axxageawod;1
7736;hlibjyepkf;axxageawod;1
7737;xnzliufzpt;emuycivlua;3
7738;tbtpodiodf;emuycivlua;1
7739;qicomveqwe;emuycivlua;1
7740;afqnxhhdre;emuycivlua;1
7741;xnzliufzpt;kbvicnkkmi;3
7742;izogpzownu;kbvicnkkmi;1
7743;mmeaeekfdf;ftnvlnrmmp;1
7744;xnzliufzpt;ftnvlnrmmp;3
7745;yyscxitbso;ftnvlnrmmp;1
7746;wbbefzcxmm;ftnvlnrmmp;1
7747;iwynixnmnj;ftnvlnrmmp;1
7748;xnzliufzpt;ddwiihhwic;2
7749;tyocllvfsi;ddwiihhwic;1
7750;tdyevemuvs;ddwiihhwic;1
7751;xnzliufzpt;mhqwmbxsmm;4
7752;iqxuobanht;mhqwmbxsmm;1
7753;txpblhstlb;mhqwmbxsmm;1
7754;mjkunxrcqp;mhqwmbxsmm;1
7755;febohnekqe;dzmhlvutiy;3
7756;vcpjwcfezd;dzmhlvutiy;1
7757;cgfydncujs;dzmhlvutiy;1
7758;qqwrozxuuo;dzmhlvutiy;1
7759;febohnekqe;yqwmnmmeuk;1
7760;qawsqvpllz;yqwmnmmeuk;1
7761;wodgwuhlgz;yqwmnmmeuk;1
7762;elbfumjufz;zfrlghdvgt;1
7763;wodgwuhlgz;zfrlghdvgt;1
7764;nmxkxmkakd;zfrlghdvgt;1
7765;pfegbjkrix;bbxxzlspxg;3
7766;ovomzgbzln;bbxxzlspxg;1
7767;piqmlswqoe;bbxxzlspxg;1
7768;ckqvukjowl;dzmhlvutiy;1
7769;pfegbjkrix;dzmhlvutiy;3
7770;mfipfohncj;dzmhlvutiy;1
7771;smxowlrblo;glkljpxbaq;1
7772;pfegbjkrix;glkljpxbaq;2
7773;xptctgiygv;glkljpxbaq;1
7774;rjxdpfvzat;glkljpxbaq;1
7775;cjwiiqgjps;glkljpxbaq;3
7776;alltcmouif;glkljpxbaq;1
7777;tjuzhcofan;glkljpxbaq;1
7778;bmbqmohovb;lamighmvlu;1
7779;cjwiiqgjps;lamighmvlu;1
7780;rrjkdiiprk;lamighmvlu;1
7781;cjwiiqgjps;qubenwwcya;4
7782;yfmhrlezyg;qubenwwcya;1
7783;arjtdwjjsh;qubenwwcya;1
7784;fqwhzwzpcn;qubenwwcya;1
7785;rcelisfnxt;qubenwwcya;1
7786;zifehtifbd;qubenwwcya;1
7787;chevtodndj;ndkjcpclwr;3
7788;jeebphscvy;ndkjcpclwr;1
7789;tndobctqgw;ndkjcpclwr;1
7790;keikrxcuax;tlbxlgsmcu;1
7791;chevtodndj;tlbxlgsmcu;1
7792;qhyjyknnhs;tlbxlgsmcu;1
7793;ysdcnepvws;tlbxlgsmcu;3
7794;cfzefmiprv;tlbxlgsmcu;1
7795;pwezbtslfj;tlbxlgsmcu;1
7796;dkbiwghrbg;tlbxlgsmcu;1
7797;ysdcnepvws;zedwtswnmo;4
7798;ewjivqnskd;zedwtswnmo;1
7799;bhuwupfbnv;zedwtswnmo;1
7800;rbdoezblus;zedwtswnmo;1
7801;evjdzrrtbo;rbrzxnrhui;2
7802;dqrtgrszbp;rbrzxnrhui;1
7803;ovzuvmbyaw;rbrzxnrhui;1
7804;qcfnokdpcp;rbrzxnrhui;1
7805;tgfijjroqp;ndkjcpclwr;1
7806;qcfnokdpcp;ndkjcpclwr;5
7807;rrtumuyazb;ndkjcpclwr;1
7808;vydolswvvn;ndkjcpclwr;1
7809;ikxornkclp;ndkjcpclwr;1
7810;qesnehzbzm;ndkjcpclwr;1
7811;opyrwcyopr;pkqdjicfvt;1
7812;qcfnokdpcp;pkqdjicfvt;1
7813;jbqytjjhlw;pkqdjicfvt;1
7814;qcfnokdpcp;rfqvsqgvzq;5
7815;jhhnzrinsq;rfqvsqgvzq;1
7816;bgnjfwhhpq;rfqvsqgvzq;1
7817;ekxquanozc;rfqvsqgvzq;1
7818;gqnfkgalrd;nmkbondlad;1
7819;gbkorzvtgz;nmkbondlad;1
7820;gjtggoaenn;ndkjcpclwr;1
7821;gbkorzvtgz;ndkjcpclwr;3
7822;pwcfofycgn;ndkjcpclwr;1
7823;lftjhxlbgf;ndkjcpclwr;1
7824;gginfxigrl;fzgkybkthy;1
7825;gbkorzvtgz;fzgkybkthy;1
7826;vzevodvckd;fzgkybkthy;1
7827;cdaokowmfn;fzgkybkthy;2
7828;cuzdcrwwgc;fzgkybkthy;1
7829;cdaokowmfn;wpzhbismqj;2
7830;uygcomrsqj;wpzhbismqj;1
7831;mdykifjbcm;wpzhbismqj;1
7832;wedfscqohp;wpzhbismqj;3
7833;rjkfukcmdg;wpzhbismqj;1
7834;chpflrhhzs;wpzhbismqj;1
7835;aahkthfezp;rhdskcaaff;1
7836;wedfscqohp;rhdskcaaff;1
7837;dubnuyxtik;ndkjcpclwr;1
7838;wedfscqohp;ndkjcpclwr;1
7839;wvosaxzcxw;ndkjcpclwr;1
7840;iraybvcnkm;ndkjcpclwr;1
7841;bhrcvqdkhb;kvqhdazpxj;1
7842;iraybvcnkm;kvqhdazpxj;4
7843;nkvlzqfvgt;kvqhdazpxj;1
7844;vnimyrnqjj;kvqhdazpxj;1
7845;okywsgwjvs;uojwslsnwp;1
7846;iraybvcnkm;uojwslsnwp;3
7847;aoljoyjrfk;uojwslsnwp;1
7848;wlokwzdoib;uojwslsnwp;1
7849;ujkrntqyih;uojwslsnwp;1
7850;jnishcejkt;uojwslsnwp;1
7851;urzcatscuz;uojwslsnwp;1
7852;nastqmbwjo;uojwslsnwp;1
7853;dhflinlxuc;rkudcwwsnr;1
7854;nastqmbwjo;rkudcwwsnr;3
7855;yesavluqoa;rkudcwwsnr;1
7856;hdocbwyptj;rkudcwwsnr;1
7857;yotyzhxkmh;ndkjcpclwr;1
7858;ufpcknsulx;ndkjcpclwr;3
7859;rvvdosenvt;ndkjcpclwr;1
7860;zpxssmcmst;tyvexdlagf;1
7861;ufpcknsulx;tyvexdlagf;5
7862;pvedbtfxzr;tyvexdlagf;1
7863;byjzfdbsst;tyvexdlagf;1
7864;alcrgcmile;tyvexdlagf;1
7865;wzqrhjcoei;tyvexdlagf;1
7866;ocpqcvasjd;fisuzvhkku;1
7867;ufpcknsulx;fisuzvhkku;3
7868;gyabgsvens;fisuzvhkku;1
7869;mvevgekpmq;fisuzvhkku;1
7870;kntcegbyrq;fisuzvhkku;1
7871;ufpcknsulx;eorswbeugz;3
7872;iyjqgjsfyk;eorswbeugz;1
7873;juzxtjwuje;kwchuccdut;1
7874;swzgdlnkaf;kwchuccdut;1
7875;orqebhsiac;kwchuccdut;1
7876;hwrrjhpzpe;suujnvtcjq;1
7877;cnzsjoteoc;suujnvtcjq;5
7878;xqrhwqyqjk;suujnvtcjq;1
7879;qnkybeicef;suujnvtcjq;1
7880;lsusgjojyc;suujnvtcjq;1
7881;tatwfhomdq;suujnvtcjq;1
7882;axyqisnrjx;gbjicmumdm;1
7883;cnzsjoteoc;gbjicmumdm;4
7884;gbvenrnoxs;gbjicmumdm;1
7885;kpvzrudflq;gbjicmumdm;1
7886;qoqyhjkayo;gznrimpccd;1
7887;cnzsjoteoc;gznrimpccd;1
7888;wcnrzbcivd;kwchuccdut;1
7889;cnzsjoteoc;kwchuccdut;4
7890;sfdciqaova;kwchuccdut;1
7891;pwjmkbnlnz;kwchuccdut;1
7892;culzaxcovo;ulghignkxz;1
7893;cnzsjoteoc;ulghignkxz;4
7894;vyjqvxgwfp;ulghignkxz;1
7895;sraoxjejbb;ulghignkxz;1
7896;hvlykqvlxw;ulghignkxz;1
7897;sllgskpzqf;xelebhojyr;1
7898;cnzsjoteoc;xelebhojyr;3
7899;xvgefwbuph;xelebhojyr;1
7900;djtmmachfi;xelebhojyr;1
7901;cnzsjoteoc;pvvrnpaefy;1
7902;zgyxbzvuvv;pvvrnpaefy;1
7903;ufdarysmco;kwchuccdut;1
7904;nclfvjgkug;kwchuccdut;5
7905;tktyghvhrd;kwchuccdut;1
7906;nclfvjgkug;adqsxuuycj;3
7907;cobqhohcqh;adqsxuuycj;1
7908;ihbvjhwfjp;adqsxuuycj;1
7909;hdbywxfyye;adqsxuuycj;1
7910;nclfvjgkug;vbhzjycrjl;1
7911;efrxfcgcbo;vbhzjycrjl;1
7912;nclfvjgkug;icjzzavxew;4
7913;krumgzijfr;icjzzavxew;1
7914;wvklhxnkgl;icjzzavxew;1
7915;cobmfvuqyo;kwchuccdut;1
7916;xctgwcdmfk;kwchuccdut;1
7917;apqogmmsqo;kwchuccdut;1
7918;ljlsgkgkbp;kwchuccdut;1
7919;gifgzbptbg;kwchuccdut;1
7920;nclfvjgkug;talhaupwyf;2
7921;rbnzcdzjvq;talhaupwyf;1
7922;qjcbnkzrpl;talhaupwyf;1
7923;nclfvjgkug;ewougucvdn;1
7924;evdzorlkzh;ewougucvdn;1
7925;cozftdgjkf;ewougucvdn;1
7926;exclecllcg;ewougucvdn;1
7927;cozftdgjkf;mygkkjrrvu;3
7928;uyzjjwvbyq;mygkkjrrvu;1
7929;ugvkreauon;mygkkjrrvu;1
7930;uzijrrbdqp;mygkkjrrvu;2
7931;utzlmllwzi;mygkkjrrvu;1
7932;isrzexigwz;mygkkjrrvu;1
7933;tkbjgebszw;kwchuccdut;2
7934;iqokrdsyfz;kwchuccdut;1
7935;fjiktyiule;kwchuccdut;1
7936;tkbjgebszw;szaupfuisv;2
7937;qnamsiakrq;szaupfuisv;1
7938;wqsgtssdll;szaupfuisv;1
7939;tkbjgebszw;bncyhpuuqy;4
7940;bbwecfukwk;bncyhpuuqy;1
7941;oydxuklqtn;bncyhpuuqy;1
7942;jwloygvivi;bncyhpuuqy;1
7943;tkbjgebszw;inahdwrllz;1
7944;hucyedhbzv;inahdwrllz;1
7945;gnvohlyjjo;inahdwrllz;2
7946;nrqpyagdtw;inahdwrllz;1
7947;lwxjhkpufq;inahdwrllz;1
7948;ehbzvgzuwi;inahdwrllz;1
7949;txwzjusgno;kwchuccdut;1
7950;ehbzvgzuwi;kwchuccdut;2
7951;yssvauyqtn;kwchuccdut;1
7952;bmgbyavpva;jcrcvrddid;1
7953;ehbzvgzuwi;jcrcvrddid;4
7954;ghbyqodxdc;jcrcvrddid;1
7955;deksndybdp;jcrcvrddid;1
7956;vfasljflqa;jcrcvrddid;1
7957;ehbzvgzuwi;bjtcmcszyz;2
7958;lxflvxwfdb;bjtcmcszyz;1
7959;ewpctfqwxr;bjtcmcszyz;1
7960;ehbzvgzuwi;zqbbouwqzx;3
7961;oiedwswmfj;zqbbouwqzx;1
7962;jpztbuiftv;zqbbouwqzx;1
7963;atwqijggeg;zqbbouwqzx;1
7964;qgvlgcnalk;zqbbouwqzx;2
7965;vxpkfurxgw;zqbbouwqzx;1
7966;wuxjtcpxwj;kwchuccdut;1
7967;qgvlgcnalk;kwchuccdut;1
7968;zkajfspyuu;fpplaoiozi;1
7969;qgvlgcnalk;fpplaoiozi;2
7970;aissdpvhss;fpplaoiozi;1
7971;pjmejyayzx;fpplaoiozi;1
7972;wgnnbfcwmz;xwrajlnpwm;3
7973;qmztimtwab;xwrajlnpwm;1
7974;wodbhjilug;xwrajlnpwm;1
7975;wgnnbfcwmz;xsfeulpitq;3
7976;phjryyygbp;xsfeulpitq;1
7977;sucomwvajs;xsfeulpitq;1
7978;cbaiwpsipb;xsfeulpitq;1
7979;wgnnbfcwmz;kwchuccdut;3
7980;shvwkbbrxk;kwchuccdut;1
7981;abkgsskftl;kwchuccdut;1
7982;krolwknaxu;kwchuccdut;1
7983;qhwkrmxorq;kwchuccdut;3
7984;vvuzbgwcoc;kwchuccdut;1
7985;qhwkrmxorq;rugvuusgxv;2
7986;pvuqnhtrny;rugvuusgxv;1
7987;qhwkrmxorq;nyvntwljth;2
7988;cwynlvdtam;nyvntwljth;1
7989;vfziahmycu;nyvntwljth;1
7990;qhwkrmxorq;hmfuufpgtk;5
7991;bkaoiyfein;hmfuufpgtk;1
7992;fkyffdvptg;hmfuufpgtk;1
7993;sccsvsegxi;hmfuufpgtk;1
7994;iqtrzeingq;hmfuufpgtk;1
7995;xyxcjnhyzn;hmfuufpgtk;1
7996;uzdyqethrp;kwchuccdut;1
7997;ijjffvvyme;votmwvdfzw;1
7998;ikczgfepck;votmwvdfzw;1
7999;dndoqbzaxl;votmwvdfzw;1
8000;fmehvnzfeu;votmwvdfzw;1
8001;fmehvnzfeu;nimhywsyrt;2
8002;qlfqkcmpfi;nimhywsyrt;1
8003;iwjbbuagut;nimhywsyrt;1
8004;vznrwahumf;nimhywsyrt;2
8005;hjorvrcohf;nimhywsyrt;1
8006;ftpqgjntqn;nimhywsyrt;1
8007;vznrwahumf;auruybunwh;3
8008;fnmpwxhfrz;auruybunwh;1
8009;jpshumyhmk;auruybunwh;1
8010;iybuwbonbx;auruybunwh;1
8011;vznrwahumf;kwchuccdut;4
8012;hkokzxriqh;kwchuccdut;1
8013;ljtrcgyigk;kwchuccdut;1
8014;mcdrkymtgk;kwchuccdut;1
8015;vznrwahumf;jloazfzaht;1
8016;bvswktzuxt;jloazfzaht;1
8017;vznrwahumf;dhblreecfd;1
8018;mttmkeqrxk;dhblreecfd;1
8019;vznrwahumf;xhyqjwygcx;3
8020;fwiewaxwvi;xhyqjwygcx;1
8021;kuguqllnvk;xhyqjwygcx;1
8022;nyvwytvjoe;xhyqjwygcx;1
8023;tnxpznimub;xhyqjwygcx;2
8024;utdadudleg;xhyqjwygcx;1
8025;brzagzccmg;kwchuccdut;1
8026;tnxpznimub;kwchuccdut;4
8027;zcqxxjknol;kwchuccdut;1
8028;mirkdedbfc;kwchuccdut;1
8029;dfufdlqapx;kwchuccdut;1
8030;tnxpznimub;pnjavwzidw;1
8031;lryimbuqgm;pnjavwzidw;1
8032;ltsbymzcoc;pnjavwzidw;2
8033;gkttwgoliy;pnjavwzidw;1
8034;eksithxlbg;woqzacumcp;1
8035;ltsbymzcoc;woqzacumcp;4
8036;ygjnnkiiym;woqzacumcp;1
8037;appqeluwkf;woqzacumcp;1
8038;oyrnhraugd;woqzacumcp;1
8039;gajmnixuuc;woqzacumcp;1
8040;cgicvczyma;bsogdlcubj;2
8041;qzahroaqjg;bsogdlcubj;1
8042;vpduhxpxjz;vpqpzmerpl;1
8043;ocsyslgbyt;vpqpzmerpl;1
8044;dfgdqcpbzy;vpqpzmerpl;1
8045;qwuzrezvds;vpqpzmerpl;1
8046;cgicvczyma;ltrhofqxbu;2
8047;phltziwwcr;ltrhofqxbu;1
8048;ufgptdzjqg;ltrhofqxbu;1
8049;elvjrfyyll;lryecprgyb;2
8050;dmgtsyqfnv;lryecprgyb;1
8051;zjsdgxxbnh;lryecprgyb;1
8052;elvjrfyyll;zblayqencb;2
8053;zayvdmxbry;zblayqencb;1
8054;eappnpwrlm;vpqpzmerpl;1
8055;elvjrfyyll;vpqpzmerpl;4
8056;xxdmftunuf;vpqpzmerpl;1
8057;ljhtkhyeiv;suvduisjaq;1
8058;elvjrfyyll;suvduisjaq;3
8059;bohvofzcfu;suvduisjaq;1
8060;umqrjlpuxy;gbsmzjlcse;1
8061;elvjrfyyll;gbsmzjlcse;2
8062;hcvjuayvhz;gbsmzjlcse;1
8063;ewelgqdrcu;ajtonmxyjq;1
8064;elvjrfyyll;ajtonmxyjq;2
8065;fpzpceakpi;ajtonmxyjq;1
8066;harhthxeyq;vpqpzmerpl;1
8067;gwpmxxaifu;vpqpzmerpl;1
8068;hlvzbubakk;vpqpzmerpl;1
8069;pyydvetnft;vpqpzmerpl;1
8070;zcsmvrbcyz;vpqpzmerpl;1
8071;kcbobwpmbw;vpqpzmerpl;2
8072;hbvhyifgcb;vpqpzmerpl;1
8073;kcbobwpmbw;fgeiyrhhav;2
8074;lpgmqenpyg;fgeiyrhhav;1
8075;nepufeoeie;fgeiyrhhav;1
8076;btcyboyzsq;cyqxkbxrft;3
8077;vfxcmluqbf;cyqxkbxrft;1
8078;vnjmlgcoeb;cyqxkbxrft;1
8079;qlcadhxhpj;cyqxkbxrft;1
8080;fcdgelfcud;cyqxkbxrft;1
8081;yvwneuueuq;vxssnkbaek;1
8082;fcdgelfcud;vxssnkbaek;3
8083;ioxydtjwjm;vxssnkbaek;1
8084;amousxegds;vxssnkbaek;1
8085;jvgxzpaowg;vpqpzmerpl;1
8086;fcdgelfcud;vpqpzmerpl;1
8087;rdcxzcpvmd;jgketvywfj;1
8088;mqhwbfofcp;jgketvywfj;1
8089;diezwqjygp;rubiqkxyle;2
8090;zzsatscudb;rubiqkxyle;1
8091;xfjbiwdwvl;rubiqkxyle;1
8092;diezwqjygp;lzltuosvwg;1
8093;canndqnawu;lzltuosvwg;1
8094;diezwqjygp;vpqpzmerpl;4
8095;gptvhrxlbq;vpqpzmerpl;1
8096;imetpucejp;vpqpzmerpl;1
8097;dlbnxftsad;vpqpzmerpl;1
8098;otsyjoqvph;vpqpzmerpl;1
8099;diezwqjygp;ksvucbhjng;2
8100;wbnoedidfl;ksvucbhjng;1
8101;yecciequfa;ksvucbhjng;1
8102;mvgvgjpgua;ksvucbhjng;2
8103;axiqitvroi;ksvucbhjng;1
8104;mvgvgjpgua;ttosbxwngu;2
8105;crojfjresr;ttosbxwngu;1
8106;xzjqxfbeqn;ttosbxwngu;1
8107;mvgvgjpgua;hmduuhvnlm;1
8108;hpuumercsl;hmduuhvnlm;1
8109;lhdavaefsi;hmduuhvnlm;1
8110;ajcwuwepci;vpqpzmerpl;1
8111;lhdavaefsi;vpqpzmerpl;2
8112;yuvhdxcolo;vpqpzmerpl;1
8113;awugorzpwv;vblqlyahqf;1
8114;dxebjulmdp;vblqlyahqf;2
8115;rypktvgjfs;vblqlyahqf;1
8116;bypnyqozsv;ixbfsraukk;1
8117;dxebjulmdp;ixbfsraukk;1
8118;axbbqhrtjk;vlmniaagjl;1
8119;dxebjulmdp;vlmniaagjl;2
8120;heloohlofn;vlmniaagjl;1
8121;dxebjulmdp;qeqnynmqcf;2
8122;lkogfiglzk;qeqnynmqcf;1
8123;impmyxdwrq;qeqnynmqcf;1
8124;dxebjulmdp;iuszyjjupn;2
8125;igqthsotxj;iuszyjjupn;1
8126;wfdukmhllj;iuszyjjupn;1
8127;zkrflmrvfo;iuszyjjupn;1
8128;vlyfqhswzq;qfknmjudbp;1
8129;rittdgvgjn;qfknmjudbp;2
8130;vejmxxggqt;qfknmjudbp;1
8131;naomjyrnug;nmmcyhwvgl;1
8132;rittdgvgjn;nmmcyhwvgl;5
